## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_4965_length_6800_cov_3_5828_ID_9929,10,VIRSorter_NODE_4965_length_6800_cov_3_5828_ID_9929,10,1,2,9.79957338172781,,5.91970380806202,,,
VIRSorter_NODE_4971_length_6799_cov_2_6839_ID_9941,10,VIRSorter_NODE_4971_length_6799_cov_2_6839_ID_9941,10,1,2,9.79957338172781,,5.91970380806202,,,
VIRSorter_NODE_4982_length_6784_cov_13_3353_ID_9963,10,VIRSorter_NODE_4982_length_6784_cov_13_3353_ID_9963,10,1,2,4.90552410684877,,5.91970380806202,,,
VIRSorter_NODE_4984_length_6782_cov_2_75537_ID_9967,6,VIRSorter_NODE_4984_length_6782_cov_2_75537_ID_9967,6,1,2,2.81958587565650,,2.28585287993779,,,
VIRSorter_NODE_4987_length_6779_cov_1_58674_ID_9973,8,VIRSorter_NODE_4987_length_6779_cov_1_58674_ID_9973,8,1,2,3.27022832213243,,3.35078025787009,,,
VIRSorter_NODE_5008_length_6764_cov_3_34082_ID_10015,12,VIRSorter_NODE_5008_length_6764_cov_3_34082_ID_10015,12,1,1,10.98133680768972,,6.32549331929078,,,
VIRSorter_NODE_5034_length_6739_cov_2_73019_ID_10067,10,VIRSorter_NODE_5034_length_6739_cov_2_73019_ID_10067,10,1,2,9.79957338172781,,5.91970380806202,,,
VIRSorter_NODE_5040_length_6729_cov_30_7608_ID_10079,7,VIRSorter_NODE_5040_length_6729_cov_30_7608_ID_10079,7,1,1,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_5049_length_6716_cov_2_77933_ID_10097,7,VIRSorter_NODE_5049_length_6716_cov_2_77933_ID_10097,7,1,1,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_5081_length_6689_cov_6_16992_ID_10161,11,VIRSorter_NODE_5081_length_6689_cov_6_16992_ID_10161,11,1,1,6.68806870885484,,6.03455293414856,,,
VIRSorter_NODE_5092_length_6674_cov_3_28975_ID_10183,15,VIRSorter_NODE_5092_length_6674_cov_3_28975_ID_10183,15,1,2,2.06081034688405,,7.55733641735912,,,
VIRSorter_NODE_510_length_29086_cov_6_30277_ID_1019,26,VIRSorter_NODE_510_length_29086_cov_6_30277_ID_1019,26,1,4,18.91442333496702,,11.32224335559298,,,
VIRSorter_NODE_5110_length_6659_cov_6_09507_ID_10219,9,VIRSorter_NODE_5110_length_6659_cov_6_09507_ID_10219,9,1,2,4.07773535702027,,5.32773342725582,,,
VIRSorter_NODE_5116_length_6651_cov_1_48529_ID_10231,9,VIRSorter_NODE_5116_length_6651_cov_1_48529_ID_10231,9,1,1,2.95735660761269,,2.80707201587116,,,
VIRSorter_NODE_5127_length_6645_cov_77_7464_ID_10253,8,VIRSorter_NODE_5127_length_6645_cov_77_7464_ID_10253,8,1,3,7.83965870538224,,4.73576304644962,,,
VIRSorter_NODE_5158_length_6618_cov_291_093_ID_10315,10,VIRSorter_NODE_5158_length_6618_cov_291_093_ID_10315,10,1,1,3.72037209588228,,5.91970380806202,,,
VIRSorter_NODE_5191_length_6591_cov_1_93967_ID_10381,9,VIRSorter_NODE_5191_length_6591_cov_1_93967_ID_10381,9,1,2,2.00791555881789,,5.32773342725582,,,
VIRSorter_NODE_5192_length_6589_cov_1_78691_ID_10383,7,VIRSorter_NODE_5192_length_6589_cov_1_78691_ID_10383,7,1,4,5.07549135735669,,4.14379266564342,,,
VIRSorter_NODE_5193_length_6588_cov_2_59619_ID_10385,11,VIRSorter_NODE_5193_length_6588_cov_2_59619_ID_10385,11,1,1,8.32450822074734,,6.03455293414856,,,
VIRSorter_NODE_5199_length_6581_cov_3_00356_ID_10397,8,VIRSorter_NODE_5199_length_6581_cov_3_00356_ID_10397,8,1,1,5.99834991174870,,4.73576304644962,,,
VIRSorter_NODE_520_length_28784_cov_5_41222_ID_1039,43,VIRSorter_NODE_520_length_28784_cov_5_41222_ID_1039,43,1,4,10.76864685200639,,gene_3-gene_43:19.41624193379171,,,
VIRSorter_NODE_5215_length_6571_cov_2_30012_ID_10429,10,VIRSorter_NODE_5215_length_6571_cov_2_30012_ID_10429,10,1,2,6.27125797463711,,5.91970380806202,,,
VIRSorter_NODE_5219_length_6567_cov_2_33307_ID_10437,8,VIRSorter_NODE_5219_length_6567_cov_2_33307_ID_10437,8,1,2,7.83965870538224,,4.73576304644962,,,
VIRSorter_NODE_5228_length_6560_cov_60_2884_ID_10455,9,VIRSorter_NODE_5228_length_6560_cov_60_2884_ID_10455,9,1,1,2.95735660761269,,5.32773342725582,,,
VIRSorter_NODE_5239_length_6555_cov_3_58121_ID_10477-circular,5,VIRSorter_NODE_5239_length_6555_cov_3_58121_ID_10477-circular,5,1,1,2.01071095767098,4.63327596782843,2.95985190403101,,,
VIRSorter_NODE_5246_length_6545_cov_8_01683_ID_10491-circular,11,VIRSorter_NODE_5246_length_6545_cov_8_01683_ID_10491-circular,11,1,2,,5.75729956591012,6.03455293414856,gene_2-gene_11:2.82910059812825,,
VIRSorter_NODE_5252_length_6541_cov_59_6745_ID_10503,8,VIRSorter_NODE_5252_length_6541_cov_59_6745_ID_10503,8,1,2,5.99834991174870,,4.73576304644962,,,
VIRSorter_NODE_5256_length_6539_cov_2_1597_ID_10511,9,VIRSorter_NODE_5256_length_6539_cov_2_1597_ID_10511,9,1,2,4.07773535702027,,5.32773342725582,,,
VIRSorter_NODE_5277_length_6524_cov_2_53416_ID_10553,10,VIRSorter_NODE_5277_length_6524_cov_2_53416_ID_10553,10,1,2,6.27125797463711,,5.91970380806202,,,
VIRSorter_NODE_5283_length_6518_cov_5_486_ID_10565-circular,8,VIRSorter_NODE_5283_length_6518_cov_5_486_ID_10565-circular,8,1,1,,4.18744484095598,4.73576304644962,2.31900720322322,,
VIRSorter_NODE_5292_length_6509_cov_107_547_ID_10583,7,VIRSorter_NODE_5292_length_6509_cov_107_547_ID_10583,7,1,1,6.85970136720946,,4.14379266564342,,,
VIRSorter_NODE_5302_length_6503_cov_4_61041_ID_10603,8,VIRSorter_NODE_5302_length_6503_cov_4_61041_ID_10603,8,1,2,4.51418875484781,,4.73576304644962,,,
VIRSorter_NODE_5307_length_6500_cov_2_32967_ID_10613,5,VIRSorter_NODE_5307_length_6500_cov_2_32967_ID_10613,5,1,2,4.89978669086390,,2.95985190403101,,,
VIRSorter_NODE_5319_length_6491_cov_3_11785_ID_10637,7,VIRSorter_NODE_5319_length_6491_cov_3_11785_ID_10637,7,1,2,3.65676864270504,,4.14379266564342,,,
VIRSorter_NODE_5343_length_6470_cov_26_1772_ID_10685,11,VIRSorter_NODE_5343_length_6470_cov_26_1772_ID_10685,11,1,4,10.30240946518092,,6.03455293414856,,,
VIRSorter_NODE_5355_length_6460_cov_4_64488_ID_10709,9,VIRSorter_NODE_5355_length_6460_cov_4_64488_ID_10709,9,1,2,2.95735660761269,,5.32773342725582,,,
VIRSorter_NODE_5365_length_6453_cov_4_65745_ID_10729,9,VIRSorter_NODE_5365_length_6453_cov_4_65745_ID_10729,9,1,3,5.38680578604491,,5.32773342725582,,,
VIRSorter_NODE_5384_length_6433_cov_32_9156_ID_10767-circular,10,VIRSorter_NODE_5384_length_6433_cov_32_9156_ID_10767-circular,10,1,2,,6.37222591078624,5.91970380806202,,,
VIRSorter_NODE_5385_length_6432_cov_2_35305_ID_10769,7,VIRSorter_NODE_5385_length_6432_cov_2_35305_ID_10769,7,1,1,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_5426_length_6394_cov_2_32025_ID_10851,8,VIRSorter_NODE_5426_length_6394_cov_2_32025_ID_10851,8,1,1,2.22581054573474,,4.73576304644962,,,
VIRSorter_NODE_5467_length_6358_cov_2_43701_ID_10933,7,VIRSorter_NODE_5467_length_6358_cov_2_43701_ID_10933,7,1,2,3.65676864270504,,4.14379266564342,,,
VIRSorter_NODE_5468_length_6357_cov_3_88299_ID_10935,6,VIRSorter_NODE_5468_length_6357_cov_3_88299_ID_10935,6,1,1,5.87974402903668,,3.55182228483721,,,
VIRSorter_NODE_5473_length_6354_cov_418_979_ID_10945,12,VIRSorter_NODE_5473_length_6354_cov_418_979_ID_10945,12,1,1,2.37964190148097,,6.32549331929078,,,
VIRSorter_NODE_5483_length_6346_cov_2_98665_ID_10965,5,VIRSorter_NODE_5483_length_6346_cov_2_98665_ID_10965,5,1,2,2.01071095767098,,2.95985190403101,,,
VIRSorter_NODE_549_length_28004_cov_6_15012_ID_1097,39,VIRSorter_NODE_549_length_28004_cov_6_15012_ID_1097,39,1,3,10.02881980351438,,18.36089923923005,,,
VIRSorter_NODE_5502_length_6335_cov_2_47133_ID_11003,7,VIRSorter_NODE_5502_length_6335_cov_2_47133_ID_11003,7,1,2,6.85970136720946,,4.14379266564342,,,
VIRSorter_NODE_5503_length_6333_cov_2_82356_ID_11005,7,VIRSorter_NODE_5503_length_6333_cov_2_82356_ID_11005,7,1,3,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_5510_length_6323_cov_1_71546_ID_11019,6,VIRSorter_NODE_5510_length_6323_cov_1_71546_ID_11019,6,1,2,5.87974402903668,,3.55182228483721,,,
VIRSorter_NODE_551_length_27889_cov_8_49071_ID_1101,34,VIRSorter_NODE_551_length_27889_cov_8_49071_ID_1101,34,1,3,20.69413609367237,,17.61510958643201,,,
VIRSorter_NODE_5520_length_6314_cov_26_5461_ID_11039,10,VIRSorter_NODE_5520_length_6314_cov_26_5461_ID_11039,10,1,2,7.86260809755767,,5.91970380806202,,,
VIRSorter_NODE_5537_length_6301_cov_43_3745_ID_11073,6,VIRSorter_NODE_5537_length_6301_cov_43_3745_ID_11073,6,1,1,2.81958587565650,,3.55182228483721,,,
VIRSorter_NODE_5544_length_6297_cov_7_76353_ID_11087,7,VIRSorter_NODE_5544_length_6297_cov_7_76353_ID_11087,7,1,3,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_5554_length_6295_cov_22_0522_ID_11107,11,VIRSorter_NODE_5554_length_6295_cov_22_0522_ID_11107,11,1,4,4.03059470379581,,6.03455293414856,,,
VIRSorter_NODE_5594_length_6272_cov_3_59854_ID_11187,6,VIRSorter_NODE_5594_length_6272_cov_3_59854_ID_11187,6,1,2,5.87974402903668,,3.55182228483721,,,
VIRSorter_NODE_5602_length_6268_cov_467_056_ID_11203,6,VIRSorter_NODE_5602_length_6268_cov_467_056_ID_11203,6,1,1,5.87974402903668,,3.55182228483721,,,
VIRSorter_NODE_5611_length_6256_cov_17_8987_ID_11221,6,VIRSorter_NODE_5611_length_6256_cov_17_8987_ID_11221,6,1,3,5.87974402903668,,3.55182228483721,,,
VIRSorter_NODE_5614_length_6254_cov_3_88706_ID_11227,9,VIRSorter_NODE_5614_length_6254_cov_3_88706_ID_11227,9,1,4,8.81961604355502,,5.32773342725582,,,
VIRSorter_NODE_561_length_27552_cov_5_90366_ID_1121,34,VIRSorter_NODE_561_length_27552_cov_5_90366_ID_1121,34,1,2,24.22916031022076,,17.61510958643201,,,
VIRSorter_NODE_5631_length_6242_cov_2_12788_ID_11261,10,VIRSorter_NODE_5631_length_6242_cov_2_12788_ID_11261,10,1,3,9.79957338172781,,5.91970380806202,,,
VIRSorter_NODE_5668_length_6208_cov_3_48578_ID_11335,10,VIRSorter_NODE_5668_length_6208_cov_3_48578_ID_11335,10,1,2,9.79957338172781,,5.91970380806202,,,
VIRSorter_NODE_5669_length_6208_cov_2_0472_ID_11337,9,VIRSorter_NODE_5669_length_6208_cov_2_0472_ID_11337,9,1,2,4.07773535702027,,3.89359133625594,,,
VIRSorter_NODE_5687_length_6185_cov_3_04061_ID_11373,10,VIRSorter_NODE_5687_length_6185_cov_3_04061_ID_11373,10,1,1,9.79957338172781,,5.91970380806202,,,
VIRSorter_NODE_56_length_62625_cov_20_928_ID_111-circular,91,VIRSorter_NODE_56_length_62625_cov_20_928_ID_111-circular,91,1,5,32.43258608403238,,47.91314766422116,,8.89036574997420,
VIRSorter_NODE_5701_length_6171_cov_18_3911_ID_11401,6,VIRSorter_NODE_5701_length_6171_cov_18_3911_ID_11401,6,1,2,4.16129277473563,,3.55182228483721,,,
VIRSorter_NODE_5713_length_6162_cov_251_039_ID_11425,7,VIRSorter_NODE_5713_length_6162_cov_251_039_ID_11425,7,1,2,5.07549135735669,,4.14379266564342,,,
VIRSorter_NODE_5727_length_6149_cov_11_264_ID_11453,10,VIRSorter_NODE_5727_length_6149_cov_11_264_ID_11453,10,1,2,2.69551767173730,,5.91970380806202,,,
VIRSorter_NODE_5729_length_6145_cov_36_5975_ID_11457,9,VIRSorter_NODE_5729_length_6145_cov_36_5975_ID_11457,9,1,1,5.38680578604491,,5.32773342725582,,,
VIRSorter_NODE_5732_length_6143_cov_5_74086_ID_11463,8,VIRSorter_NODE_5732_length_6143_cov_5_74086_ID_11463,8,1,3,4.51418875484781,,3.35078025787009,,,
VIRSorter_NODE_5748_length_6129_cov_2_73109_ID_11495,8,VIRSorter_NODE_5748_length_6129_cov_2_73109_ID_11495,8,1,2,2.22581054573474,,4.73576304644962,,,
VIRSorter_NODE_5781_length_6110_cov_228_909_ID_11561-circular,6,VIRSorter_NODE_5781_length_6110_cov_228_909_ID_11561-circular,6,1,1,4.16129277473563,7.14838634770013,3.55182228483721,,,
VIRSorter_NODE_5800_length_6094_cov_4_38847_ID_11599,7,VIRSorter_NODE_5800_length_6094_cov_4_38847_ID_11599,7,1,2,3.65676864270504,,4.14379266564342,,,
VIRSorter_NODE_5811_length_6090_cov_3_35955_ID_11621,10,VIRSorter_NODE_5811_length_6090_cov_3_35955_ID_11621,10,1,2,2.69551767173730,,4.44140541539413,,,
VIRSorter_NODE_5814_length_6089_cov_52_9561_ID_11627-circular,8,VIRSorter_NODE_5814_length_6089_cov_52_9561_ID_11627-circular,8,1,1,,4.18744484095598,4.73576304644962,,,
VIRSorter_NODE_5852_length_6055_cov_16_5148_ID_11703,7,VIRSorter_NODE_5852_length_6055_cov_16_5148_ID_11703,7,1,1,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_5857_length_6052_cov_3_2157_ID_11713,10,VIRSorter_NODE_5857_length_6052_cov_3_2157_ID_11713,10,1,1,7.86260809755767,,4.44140541539413,,,
VIRSorter_NODE_5872_length_6042_cov_84_2771_ID_11743,8,VIRSorter_NODE_5872_length_6042_cov_84_2771_ID_11743,8,1,1,3.27022832213243,,4.73576304644962,,,
VIRSorter_NODE_5888_length_6031_cov_61_253_ID_11775,9,VIRSorter_NODE_5888_length_6031_cov_61_253_ID_11775,9,1,2,4.07773535702027,,5.32773342725582,,,
VIRSorter_NODE_5889_length_6030_cov_3_76639_ID_11777,9,VIRSorter_NODE_5889_length_6030_cov_3_76639_ID_11777,9,1,1,2.00791555881789,,5.32773342725582,,,
VIRSorter_NODE_5901_length_6024_cov_5_94726_ID_11801,8,VIRSorter_NODE_5901_length_6024_cov_5_94726_ID_11801,8,1,1,2.22581054573474,,4.73576304644962,,,
VIRSorter_NODE_5912_length_6012_cov_5_96873_ID_11823,8,VIRSorter_NODE_5912_length_6012_cov_5_96873_ID_11823,8,1,1,4.51418875484781,,4.73576304644962,,,
VIRSorter_NODE_5917_length_6009_cov_4_23733_ID_11833,9,VIRSorter_NODE_5917_length_6009_cov_4_23733_ID_11833,9,1,2,6.92785068212117,,5.32773342725582,,,
VIRSorter_NODE_5926_length_6003_cov_2_39227_ID_11851,7,VIRSorter_NODE_5926_length_6003_cov_2_39227_ID_11851,7,1,3,5.07549135735669,,4.14379266564342,,,
VIRSorter_NODE_5937_length_5995_cov_1_86895_ID_11873,9,VIRSorter_NODE_5937_length_5995_cov_1_86895_ID_11873,9,1,2,8.81961604355502,,5.32773342725582,,,
VIRSorter_NODE_596_length_26798_cov_116_135_ID_1191,40,VIRSorter_NODE_596_length_26798_cov_116_135_ID_1191,40,1,1,21.14910335291441,,20.98333355575789,,2.76483819123288,
VIRSorter_NODE_5970_length_5966_cov_49_4932_ID_11939,6,VIRSorter_NODE_5970_length_5966_cov_49_4932_ID_11939,6,1,3,4.16129277473563,,3.55182228483721,,,
VIRSorter_NODE_5986_length_5952_cov_52_6513_ID_11971,8,VIRSorter_NODE_5986_length_5952_cov_52_6513_ID_11971,8,1,2,4.51418875484781,,4.73576304644962,,,
VIRSorter_NODE_5988_length_5951_cov_14_2943_ID_11975,6,VIRSorter_NODE_5988_length_5951_cov_14_2943_ID_11975,6,1,2,5.87974402903668,,3.55182228483721,,,
VIRSorter_NODE_5993_length_5949_cov_2_7774_ID_11985,5,VIRSorter_NODE_5993_length_5949_cov_2_7774_ID_11985,5,1,2,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_6008_length_5938_cov_3_6837_ID_12015-circular,8,VIRSorter_NODE_6008_length_5938_cov_3_6837_ID_12015-circular,8,1,1,,4.18744484095598,4.73576304644962,,,
VIRSorter_NODE_6014_length_5935_cov_3_49311_ID_12027,11,VIRSorter_NODE_6014_length_5935_cov_3_49311_ID_12027,11,1,1,10.30240946518092,,6.03455293414856,,,
VIRSorter_NODE_6019_length_5931_cov_8_38766_ID_12037,9,VIRSorter_NODE_6019_length_5931_cov_8_38766_ID_12037,9,1,1,4.07773535702027,9.16618172876552,5.32773342725582,,,
VIRSorter_NODE_6025_length_5926_cov_4_18986_ID_12049,8,VIRSorter_NODE_6025_length_5926_cov_4_18986_ID_12049,8,1,2,2.22581054573474,,4.73576304644962,,,
VIRSorter_NODE_6026_length_5925_cov_9_01932_ID_12051,5,VIRSorter_NODE_6026_length_5925_cov_9_01932_ID_12051,5,1,1,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_602_length_26598_cov_162_075_ID_1203,48,VIRSorter_NODE_602_length_26598_cov_162_075_ID_1203,48,1,2,7.30142550502501,,25.52248367600723,gene_3-gene_30:3.42220127585204,3.66028923857722,
VIRSorter_NODE_6037_length_5917_cov_170_171_ID_12073,7,VIRSorter_NODE_6037_length_5917_cov_170_171_ID_12073,7,1,3,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_6089_length_5886_cov_4_41587_ID_12177,8,VIRSorter_NODE_6089_length_5886_cov_4_41587_ID_12177,8,1,1,3.27022832213243,,4.73576304644962,,,
VIRSorter_NODE_6097_length_5877_cov_3_04887_ID_12193,7,VIRSorter_NODE_6097_length_5877_cov_3_04887_ID_12193,7,1,2,5.07549135735669,,2.81425248153116,,,
VIRSorter_NODE_6114_length_5866_cov_3_44259_ID_12227,6,VIRSorter_NODE_6114_length_5866_cov_3_44259_ID_12227,6,1,2,2.81958587565650,,3.55182228483721,,,
VIRSorter_NODE_6125_length_5857_cov_1_44538_ID_12249,10,VIRSorter_NODE_6125_length_5857_cov_1_44538_ID_12249,10,1,3,6.27125797463711,,5.91970380806202,,,
VIRSorter_NODE_6151_length_5837_cov_1_97303_ID_12301,8,VIRSorter_NODE_6151_length_5837_cov_1_97303_ID_12301,8,1,3,4.51418875484781,,4.73576304644962,,,
VIRSorter_NODE_6154_length_5833_cov_84_371_ID_12307,5,VIRSorter_NODE_6154_length_5833_cov_84_371_ID_12307,5,1,2,4.89978669086390,,2.95985190403101,,,
VIRSorter_NODE_6160_length_5827_cov_1_98333_ID_12319,5,VIRSorter_NODE_6160_length_5827_cov_1_98333_ID_12319,5,1,2,3.25885887592900,,,,,
VIRSorter_NODE_6165_length_5824_cov_7_1306_ID_12329,9,VIRSorter_NODE_6165_length_5824_cov_7_1306_ID_12329,9,1,1,2.95735660761269,,5.32773342725582,,,
VIRSorter_NODE_6166_length_5823_cov_2_02212_ID_12331,9,VIRSorter_NODE_6166_length_5823_cov_2_02212_ID_12331,9,1,2,2.95735660761269,,5.32773342725582,,,
VIRSorter_NODE_6170_length_5823_cov_136_048_ID_12339,7,VIRSorter_NODE_6170_length_5823_cov_136_048_ID_12339,7,1,2,3.65676864270504,,2.81425248153116,,,
VIRSorter_NODE_6175_length_5820_cov_3_67486_ID_12349,5,VIRSorter_NODE_6175_length_5820_cov_3_67486_ID_12349,5,1,2,3.25885887592900,,,,,
VIRSorter_NODE_6180_length_5816_cov_103_568_ID_12359,8,VIRSorter_NODE_6180_length_5816_cov_103_568_ID_12359,8,1,1,7.83965870538224,,4.73576304644962,,,
VIRSorter_NODE_6190_length_5813_cov_4_48013_ID_12379,7,VIRSorter_NODE_6190_length_5813_cov_4_48013_ID_12379,7,1,1,2.48930326819235,,2.81425248153116,,,
VIRSorter_NODE_6196_length_5808_cov_27_6668_ID_12391,10,VIRSorter_NODE_6196_length_5808_cov_27_6668_ID_12391,10,1,3,7.86260809755767,,5.91970380806202,,,
VIRSorter_NODE_6212_length_5799_cov_7_17754_ID_12423,9,VIRSorter_NODE_6212_length_5799_cov_7_17754_ID_12423,9,1,1,6.92785068212117,,5.32773342725582,,,
VIRSorter_NODE_6213_length_5798_cov_4_19415_ID_12425,8,VIRSorter_NODE_6213_length_5798_cov_4_19415_ID_12425,8,1,2,3.27022832213243,,3.35078025787009,,,
VIRSorter_NODE_6230_length_5786_cov_2_14384_ID_12459,9,VIRSorter_NODE_6230_length_5786_cov_2_14384_ID_12459,9,1,2,2.00791555881789,,3.89359133625594,,,
VIRSorter_NODE_6245_length_5774_cov_3_56402_ID_12489,7,VIRSorter_NODE_6245_length_5774_cov_3_56402_ID_12489,7,1,3,5.07549135735669,,4.14379266564342,,,
VIRSorter_NODE_6250_length_5769_cov_2_30964_ID_12499,5,VIRSorter_NODE_6250_length_5769_cov_2_30964_ID_12499,5,1,3,3.25885887592900,,2.95985190403101,,,
VIRSorter_NODE_6272_length_5758_cov_2_16161_ID_12543-circular,8,VIRSorter_NODE_6272_length_5758_cov_2_16161_ID_12543-circular,8,1,1,3.27022832213243,6.70222379935948,4.73576304644962,,,
VIRSorter_NODE_6274_length_5755_cov_1_91258_ID_12547,11,VIRSorter_NODE_6274_length_5755_cov_1_91258_ID_12547,11,1,2,6.68806870885484,,6.03455293414856,,,
VIRSorter_NODE_6286_length_5749_cov_31_905_ID_12571,10,VIRSorter_NODE_6286_length_5749_cov_31_905_ID_12571,10,1,1,4.90552410684877,3.98227467912510,5.91970380806202,,,
VIRSorter_NODE_6291_length_5747_cov_44_8139_ID_12581,7,VIRSorter_NODE_6291_length_5747_cov_44_8139_ID_12581,7,1,1,5.07549135735669,,4.14379266564342,,,
VIRSorter_NODE_6298_length_5743_cov_53_0766_ID_12595-circular,8,VIRSorter_NODE_6298_length_5743_cov_53_0766_ID_12595-circular,8,1,1,3.27022832213243,6.70222379935948,4.73576304644962,,,
VIRSorter_NODE_629_length_25919_cov_50_6339_ID_1257-circular,47,VIRSorter_NODE_629_length_25919_cov_50_6339_ID_1257-circular,47,1,5,16.07449197150844,,22.81391033698118,,,
VIRSorter_NODE_6302_length_5740_cov_3_57153_ID_12603,10,VIRSorter_NODE_6302_length_5740_cov_3_57153_ID_12603,10,1,1,6.27125797463711,,5.91970380806202,,,
VIRSorter_NODE_6307_length_5737_cov_3_56827_ID_12613,8,VIRSorter_NODE_6307_length_5737_cov_3_56827_ID_12613,8,1,1,,4.18744484095598,4.73576304644962,,,
VIRSorter_NODE_6327_length_5726_cov_3_13788_ID_12653,7,VIRSorter_NODE_6327_length_5726_cov_3_13788_ID_12653,7,1,1,2.48930326819235,,4.14379266564342,,,
VIRSorter_NODE_6333_length_5721_cov_49_9675_ID_12665,8,VIRSorter_NODE_6333_length_5721_cov_49_9675_ID_12665,8,1,3,7.83965870538224,,4.73576304644962,,,
VIRSorter_NODE_6342_length_5717_cov_4_96959_ID_12683,8,VIRSorter_NODE_6342_length_5717_cov_4_96959_ID_12683,8,1,1,3.27022832213243,,4.73576304644962,,,
VIRSorter_NODE_6346_length_5715_cov_56_5884_ID_12691,8,VIRSorter_NODE_6346_length_5715_cov_56_5884_ID_12691,8,1,3,7.83965870538224,,4.73576304644962,,,
VIRSorter_NODE_6360_length_5709_cov_36_9857_ID_12719,10,VIRSorter_NODE_6360_length_5709_cov_36_9857_ID_12719,10,1,1,4.90552410684877,,5.91970380806202,,,
VIRSorter_NODE_6378_length_5699_cov_6_60894_ID_12755,8,VIRSorter_NODE_6378_length_5699_cov_6_60894_ID_12755,8,1,1,7.83965870538224,,4.73576304644962,,,
VIRSorter_NODE_6387_length_5692_cov_13_3394_ID_12773-circular,7,VIRSorter_NODE_6387_length_5692_cov_13_3394_ID_12773-circular,7,1,1,3.65676864270504,6.90584605957644,4.14379266564342,,,
VIRSorter_NODE_6418_length_5681_cov_12_4544_ID_12835,7,VIRSorter_NODE_6418_length_5681_cov_12_4544_ID_12835,7,1,1,,4.31194133253841,4.14379266564342,,,
VIRSorter_NODE_6433_length_5673_cov_39_3648_ID_12865,6,VIRSorter_NODE_6433_length_5673_cov_39_3648_ID_12865,6,1,2,4.16129277473563,,3.55182228483721,,,
VIRSorter_NODE_6439_length_5672_cov_12_3129_ID_12877-circular,11,VIRSorter_NODE_6439_length_5672_cov_12_3129_ID_12877-circular,11,1,2,6.68806870885484,gene_2-gene_11:5.89510465606658,6.03455293414856,,,
VIRSorter_NODE_6465_length_5654_cov_2_99964_ID_12929,10,VIRSorter_NODE_6465_length_5654_cov_2_99964_ID_12929,10,1,1,7.86260809755767,,5.91970380806202,,,
VIRSorter_NODE_6477_length_5649_cov_20_205_ID_12953,7,VIRSorter_NODE_6477_length_5649_cov_20_205_ID_12953,7,1,1,3.65676864270504,,4.14379266564342,,,
VIRSorter_NODE_6486_length_5643_cov_18_7159_ID_12971,8,VIRSorter_NODE_6486_length_5643_cov_18_7159_ID_12971,8,1,3,5.99834991174870,,4.73576304644962,,,
VIRSorter_NODE_649_length_25535_cov_5_08371_ID_1297,28,VIRSorter_NODE_649_length_25535_cov_5_08371_ID_1297,28,1,2,15.49736070385353,,14.29641706162084,,,
VIRSorter_NODE_6529_length_5611_cov_2_5795_ID_13057,8,VIRSorter_NODE_6529_length_5611_cov_2_5795_ID_13057,8,1,1,3.27022832213243,,4.73576304644962,,,
VIRSorter_NODE_652_length_25495_cov_15_873_ID_1303,41,VIRSorter_NODE_652_length_25495_cov_15_873_ID_1303,41,1,2,16.35439288017948,,21.54815169052048,,,
VIRSorter_NODE_6537_length_5605_cov_3_17652_ID_13073,9,VIRSorter_NODE_6537_length_5605_cov_3_17652_ID_13073,9,1,1,8.81961604355502,,5.32773342725582,,,
VIRSorter_NODE_6542_length_5603_cov_3_06812_ID_13083,6,VIRSorter_NODE_6542_length_5603_cov_3_06812_ID_13083,6,1,1,4.16129277473563,,3.55182228483721,,,
VIRSorter_NODE_6565_length_5587_cov_2_49048_ID_13129,8,VIRSorter_NODE_6565_length_5587_cov_2_49048_ID_13129,8,1,2,3.27022832213243,9.42092325544951,4.73576304644962,,,
VIRSorter_NODE_6573_length_5584_cov_3_95804_ID_13145,9,VIRSorter_NODE_6573_length_5584_cov_3_95804_ID_13145,9,1,2,2.95735660761269,,3.89359133625594,,,
VIRSorter_NODE_6583_length_5576_cov_3_4298_ID_13165,6,VIRSorter_NODE_6583_length_5576_cov_3_4298_ID_13165,6,1,2,4.16129277473563,,3.55182228483721,,,
VIRSorter_NODE_6590_length_5575_cov_6_50991_ID_13179,10,VIRSorter_NODE_6590_length_5575_cov_6_50991_ID_13179,10,1,4,4.90552410684877,,5.91970380806202,,,
VIRSorter_NODE_6600_length_5566_cov_18_7404_ID_13199,8,VIRSorter_NODE_6600_length_5566_cov_18_7404_ID_13199,8,1,1,3.27022832213243,,4.73576304644962,,,
